,Rounded RMSE,Rounded MSE,Rounded MAE,Accuracy,Log Loss
0,0.6785714285714286,0.4604591836734694,0.3125,0.7423469387755102,0.7475913274225849
1,0.662401321106836,0.4387755102040816,0.3086734693877551,0.7410714285714286,0.7388585420158811
2,0.6398740309703185,0.4094387755102041,0.3125,0.7244897959183674,0.7512667840874138
3,0.6585388898066348,0.4336734693877551,0.3112244897959184,0.7372448979591837,0.7520424828864346
4,0.653678757775826,0.4272959183673469,0.30994897959183676,0.7308673469387755,0.7799430568762303
5,0.6398740309703185,0.4094387755102041,0.29209183673469385,0.7512755102040817,0.7510165253512937
6,0.6008072800450258,0.36096938775510207,0.2869897959183674,0.7448979591836735,0.7342231958608827
7,0.6719602757938136,0.45153061224489793,0.32908163265306123,0.7193877551020408,0.7853472709044014
8,0.6695340634119862,0.4482758620689655,0.3052362707535121,0.7484035759897829,0.7554821519551701
9,0.7236208090921745,0.5236270753512133,0.3397190293742018,0.722860791826309,0.7671939475233451
10,0.6733382648429096,0.45338441890166026,0.31545338441890164,0.7381864623243933,0.7701525508251681
AVG,0.6611090138533884,0.43789718081590007,0.3112198989662044,0.7364574966175952,0.7575561668826186
,,,,,
,,Predicted 1,Predicted 2,Predicted 3,Predicted 4,Predicted 5
AVG,True 1,0.5084232152028763,0.36515151515151517,0.09899845916795069,0.010657421674370827,0.016769388803287107
,True 2,0.18138774104683197,0.4817493112947658,0.29450757575757575,0.03391873278236915,0.0084366391184573
,True 3,0.08335115864527629,0.2858467023172906,0.5222459893048128,0.09040998217468806,0.018146167557932264
,True 4,0.009380640258383206,0.03339032962857414,0.2054597701149425,0.4953453025553339,0.25642395744276625
,True 5,0.003606264617094942,0.0027854897890998978,0.012290925648326368,0.14831129127158005,0.8330060286738985
0,True 1,0.48333333333333334,0.38333333333333336,0.11666666666666667,0.016666666666666666,0.0
,True 2,0.125,0.53125,0.25,0.09375,0.0
,True 3,0.1,0.18,0.58,0.12,0.02
,True 4,0.011494252873563218,0.011494252873563218,0.1724137931034483,0.4367816091954023,0.367816091954023
,True 5,0.005405405405405406,0.007207207207207207,0.009009009009009009,0.13333333333333333,0.8450450450450451
1,True 1,0.45,0.43333333333333335,0.08333333333333333,0.016666666666666666,0.016666666666666666
,True 2,0.15625,0.375,0.46875,0.0,0.0
,True 3,0.14,0.24,0.56,0.04,0.02
,True 4,0.011494252873563218,0.06896551724137931,0.22988505747126436,0.41379310344827586,0.27586206896551724
,True 5,0.0036036036036036037,0.0018018018018018018,0.009009009009009009,0.12432432432432433,0.8612612612612612
2,True 1,0.5333333333333333,0.35,0.1,0.0,0.016666666666666666
,True 2,0.25,0.4375,0.3125,0.0,0.0
,True 3,0.06,0.38,0.48,0.06,0.02
,True 4,0.0,0.022988505747126436,0.2413793103448276,0.5057471264367817,0.22988505747126436
,True 5,0.0018018018018018018,0.005405405405405406,0.009009009009009009,0.16576576576576577,0.818018018018018
3,True 1,0.4745762711864407,0.3728813559322034,0.1016949152542373,0.01694915254237288,0.03389830508474576
,True 2,0.125,0.53125,0.28125,0.03125,0.03125
,True 3,0.08,0.26,0.58,0.04,0.04
,True 4,0.011363636363636364,0.011363636363636364,0.19318181818181818,0.4659090909090909,0.3181818181818182
,True 5,0.0,0.0018018018018018018,0.018018018018018018,0.14594594594594595,0.8342342342342343
4,True 1,0.4915254237288136,0.4067796610169492,0.0847457627118644,0.0,0.01694915254237288
,True 2,0.21875,0.5625,0.1875,0.03125,0.0
,True 3,0.04,0.28,0.58,0.1,0.0
,True 4,0.011363636363636364,0.03409090909090909,0.18181818181818182,0.48863636363636365,0.2840909090909091
,True 5,0.005405405405405406,0.0018018018018018018,0.009009009009009009,0.16576576576576577,0.818018018018018
5,True 1,0.711864406779661,0.2542372881355932,0.01694915254237288,0.01694915254237288,0.0
,True 2,0.125,0.5625,0.3125,0.0,0.0
,True 3,0.0784313725490196,0.37254901960784315,0.45098039215686275,0.09803921568627451,0.0
,True 4,0.022988505747126436,0.034482758620689655,0.19540229885057472,0.5747126436781609,0.1724137931034483
,True 5,0.005405405405405406,0.0,0.01981981981981982,0.15315315315315314,0.8216216216216217
6,True 1,0.4915254237288136,0.4576271186440678,0.05084745762711865,0.0,0.0
,True 2,0.3125,0.40625,0.25,0.0,0.03125
,True 3,0.0784313725490196,0.4117647058823529,0.3137254901960784,0.17647058823529413,0.0196078431372549
,True 4,0.011494252873563218,0.022988505747126436,0.20689655172413793,0.5862068965517241,0.1724137931034483
,True 5,0.0,0.0036036036036036037,0.012612612612612612,0.12792792792792793,0.8558558558558559
7,True 1,0.3898305084745763,0.5084745762711864,0.0847457627118644,0.0,0.01694915254237288
,True 2,0.15151515151515152,0.42424242424242425,0.3333333333333333,0.06060606060606061,0.030303030303030304
,True 3,0.08,0.18,0.68,0.06,0.0
,True 4,0.011494252873563218,0.06896551724137931,0.12643678160919541,0.5172413793103449,0.27586206896551724
,True 5,0.0018018018018018018,0.0036036036036036037,0.012612612612612612,0.17477477477477477,0.8072072072072072
8,True 1,0.5166666666666667,0.26666666666666666,0.11666666666666667,0.05,0.05
,True 2,0.1875,0.53125,0.21875,0.0625,0.0
,True 3,0.06,0.28,0.52,0.08,0.06
,True 4,0.0,0.022988505747126436,0.22988505747126436,0.5517241379310345,0.19540229885057472
,True 5,0.0,0.0036101083032490976,0.010830324909747292,0.148014440433213,0.8375451263537906
9,True 1,0.5166666666666667,0.3,0.15,0.0,0.03333333333333333
,True 2,0.15625,0.46875,0.34375,0.03125,0.0
,True 3,0.14,0.26,0.46,0.12,0.02
